Street ID,Street Name,Street Suffix,Street Suffix Direction,Official Street Name,Thomas Brothers Map,Street Type
11186,SEA SPRAY,PL,,SEA SPRAY PLACE,702E1,PRIVATE ROADWAY NAMES
11055,SPRUCE,LANE,,SPRUCE  LANE,532B4,LIMITED ACCESS AREA NAMES
11200,SPLIT OAK,ROAD,,SPLIT OAK ROAD,500E2,PRIVATE STREET NAMES
11184,SHELL,PL,,SHELL PLACE,702E1,PRIVATE ROADWAY NAMES
11087,SPELTHORNE,LANE,,SPELTHORNE LANE,633A6,PRIVATE STREET NAMES
11138,STAGG,LANE,,STAGG LANE,530F3,PRIVATE STREET NAMES
11187,SEABEACH,PL,,SEABEACH PLACE,702E1,PRIVATE ROADWAY NAMES
11180,SHELLEY,LANE,,SHELLEY LANE,500C1,PRIVATE STREET NAMES
11045,STATEN,DR,,STATEN DRIVE,530J3,LIMITED ACCESS AREA NAMES
11209,STONE BEND,LANE,,STONE BEND LANE,529D2,PUBLIC STREET NAMES
11206,STONERIDGE,LANE,,STONERIDGE LANE,561J7,PRIVATE STREET NAMES
11247,SILVA,LANE,,SILVA LANE,482C7,PRIVATE STREET NAMES
11234,SHAW,LANE,,SHAW LANE,482C5,PRIVATE ROADWAY NAMES
